date,window_start,window_end,window,stride,B,ci_level,alpha_qv,FBM_cov_md,rf_factor,band_type,H_price,H_price_lo,H_price_hi,H_vol,H_vol_lo,H_vol_hi,H_interest,H_interest_lo,H_interest_hi,S_H11,S_H11_lo,S_H11_hi,S_H12,S_H12_lo,S_H12_hi,S_H13,S_H13_lo,S_H13_hi,S_H22,S_H22_lo,S_H22_hi,S_H23,S_H23_lo,S_H23_hi,S_H33,S_H33_lo,S_H33_hi
2016-02-25,2015-02-17,2016-02-25,252,5,100,0.9,0.2,1,0.7,percentile,0.48851006941498026,0.3519516255932874,0.5708812259368734,0.5097000762408599,0.41089675968872885,0.597310616915334,0.4834885283559853,0.3648339746684627,0.5629270002762483,0.9770201388299605,0.7039032511865748,1.1417624518737468,0.9982101456558401,0.8449930640349659,1.0969292733749454,0.9719985977709655,0.7999033038691884,1.0949806722196989,1.0194001524817198,0.8217935193774577,1.194621233830668,0.9931886045968452,0.8427696760577105,1.0946854989168116,0.9669770567119707,0.7296679493369254,1.1258540005524966
2016-03-03,2015-02-24,2016-03-03,252,5,100,0.9,0.2,1,0.7,percentile,0.4759168292774857,0.3946079915740069,0.5533904347937729,0.5064353644220912,0.394228751240036,0.59839349216842,0.46885011283453465,0.36680097783645726,0.5705993405317209,0.9518336585549714,0.7892159831480138,1.1067808695875458,0.9823521936995769,0.8410532459848135,1.1138116457960943,0.9447669421120204,0.8082549845567254,1.096434483367204,1.0128707288441825,0.788457502480072,1.19678698433684,0.975285477256626,0.8262603787809049,1.103597195851596,0.9377002256690693,0.7336019556729145,1.1411986810634418
2016-03-10,2015-03-03,2016-03-10,252,5,100,0.9,0.2,1,0.7,percentile,0.47459030848230993,0.37750404411897537,0.5777360547577155,0.5071267543102681,0.38733506386803485,0.5941037373178338,0.4793515407789341,0.3905292447909062,0.5653468055836595,0.9491806169646199,0.7550080882379507,1.155472109515431,0.981717062792578,0.8246047880669096,1.1006752655102736,0.953941849261244,0.8251688321991364,1.0912967565420746,1.0142535086205362,0.7746701277360697,1.1882074746356677,0.9864782950892022,0.8436595985368256,1.1144828839456664,0.9587030815578682,0.7810584895818125,1.130693611167319
2016-03-17,2015-03-10,2016-03-17,252,5,100,0.9,0.2,1,0.7,percentile,0.4710299432475427,0.3842525098115831,0.5521011927621199,0.5103060478700043,0.4308471550930886,0.5828690495469973,0.5013478715067258,0.4031519925129692,0.5740976621081177,0.9420598864950854,0.7685050196231662,1.1042023855242398,0.981335991117547,0.8306523169613869,1.0602973293927496,0.9723778147542685,0.8031087025222268,1.0887336514127712,1.0206120957400087,0.8616943101861771,1.1657380990939945,1.0116539193767302,0.8634395583108564,1.1222888685708774,1.0026957430134515,0.8063039850259384,1.1481953242162355
2016-03-25,2015-03-17,2016-03-25,252,5,100,0.9,0.2,1,0.7,percentile,0.46693267197107646,0.3747753777696292,0.5645139661626757,0.5111254853876718,0.4188181270041499,0.6058674359295245,0.44273122223410855,0.3530962938541408,0.5289908517802048,0.9338653439421529,0.7495507555392584,1.1290279323253514,0.9780581573587482,0.8654324339124513,1.090381838466319,0.909663894205185,0.7836605074236197,1.0409118977567315,1.0222509707753435,0.8376362540082998,1.211734871859049,0.9538567076217803,0.8303762308809076,1.0794898857982589,0.8854624444682171,0.7061925877082816,1.0579817035604095
2016-04-01,2015-03-24,2016-04-01,252,5,100,0.9,0.2,1,0.7,percentile,0.4605606605904204,0.3679865084769988,0.5518161720375916,0.507067791224393,0.41198963228911656,0.5869420032738077,0.42342486878056734,0.29516908973041656,0.5187609143972275,0.9211213211808408,0.7359730169539976,1.1036323440751832,0.9676284518148135,0.8160129105178248,1.0935847904022689,0.8839855293709877,0.7076335815473801,1.0276310673034077,1.014135582448786,0.8239792645782331,1.1738840065476155,0.9304926600049603,0.772925627712026,1.0654445383989084,0.8468497375611347,0.5903381794608331,1.037521828794455
2016-04-08,2015-03-31,2016-04-08,252,5,100,0.9,0.2,1,0.7,percentile,0.4626644752090553,0.3777703439986622,0.5304760294015338,0.5080344336966368,0.4003900694882337,0.5991959979011777,0.4252147845026813,0.3247981415349094,0.5016551573707648,0.9253289504181106,0.7555406879973244,1.0609520588030676,0.9706989089056921,0.8511195113871146,1.069917829053504,0.8878792597117366,0.7500015219134205,0.9831208377996822,1.0160688673932736,0.8007801389764674,1.1983919958023554,0.9332492181993182,0.7845234700862663,1.055742658878795,0.8504295690053626,0.6495962830698188,1.0033103147415297
2016-04-15,2015-04-07,2016-04-15,252,5,100,0.9,0.2,1,0.7,percentile,0.47032972048774613,0.38291334654167847,0.5569931925304374,0.5034811676887,0.3978511486617186,0.5791420185530357,0.4159267732394346,0.3189608734400206,0.4908316357106232,0.9406594409754923,0.7658266930833569,1.1139863850608749,0.9738108881764461,0.8309105721869171,1.1089057653128576,0.8862564937271807,0.746276294604619,1.0145734896611487,1.0069623353774,0.7957022973234372,1.1582840371060714,0.9194079409281346,0.7777531181729904,1.0343656017240022,0.8318535464788692,0.6379217468800412,0.9816632714212464
2016-04-22,2015-04-14,2016-04-22,252,5,100,0.9,0.2,1,0.7,percentile,0.4694082804958339,0.34139535011580435,0.5657923673602622,0.5039810551224793,0.4111136546073219,0.6076105711882359,0.4150079924001253,0.3243923563944442,0.5092798566442408,0.9388165609916678,0.6827907002316087,1.1315847347205243,0.9733893356183132,0.8120552035531826,1.100969931130204,0.8844162728959593,0.7308444359069575,1.0147269810085247,1.0079621102449585,0.8222273092146438,1.2152211423764718,0.9189890475226046,0.7814643684156374,1.076028601145246,0.8300159848002506,0.6487847127888884,1.0185597132884816
2016-05-02,2015-04-21,2016-05-02,252,5,100,0.9,0.2,1,0.7,percentile,0.4559209499445942,0.33980211959074524,0.5613942701309972,0.49605399258773575,0.3867410835800803,0.5860091569448646,0.4220205695649252,0.3155159103505135,0.49607111691680433,0.9118418998891884,0.6796042391814905,1.1227885402619944,0.95197494253233,0.7937292737363076,1.0694688785236632,0.8779415195095194,0.7475672321133825,1.0031018968738132,0.9921079851754715,0.7734821671601606,1.172018313889729,0.9180745621526609,0.7980286781900631,1.023110167411715,0.8440411391298503,0.631031820701027,0.9921422338336087
